Year,ZIP_CODE,Strata_Name,Count,Annotation_Code,Annotation_Desc
2015,95372,Total Population,23.0,,
2017,95372,Total Population,13.0,,
2015,95373,Total Population,0.0,,
2017,95373,Total Population,0.0,,
2014,95373,Total Population,0.0,,
2021,95373,Total Population,0.0,,
2019,95373,Total Population,,1.0,Cell suppressed for small numbers
2013,95373,Total Population,0.0,,
2020,95373,Total Population,0.0,,
2011,95373,Total Population,,1.0,Cell suppressed for small numbers
2018,95373,Total Population,0.0,,
2012,95373,Total Population,0.0,,
2016,95373,Total Population,0.0,,
2022,95373,Total Population,0.0,,
2016,95374,Total Population,17.0,,
2011,95374,Total Population,11.0,,
2013,95374,Total Population,14.0,,
2022,95374,Total Population,23.0,,
2012,95374,Total Population,14.0,,
2018,95374,Total Population,,1.0,Cell suppressed for small numbers
2020,95374,Total Population,14.0,,
2015,95374,Total Population,17.0,,
2021,95374,Total Population,11.0,,
2019,95374,Total Population,15.0,,
2014,95374,Total Population,,1.0,Cell suppressed for small numbers
2017,95374,Total Population,16.0,,
2017,95375,Total Population,0.0,,
2014,95375,Total Population,0.0,,
2013,95375,Total Population,,1.0,Cell suppressed for small numbers
2022,95375,Total Population,,1.0,Cell suppressed for small numbers
2011,95375,Total Population,0.0,,
2016,95375,Total Population,,1.0,Cell suppressed for small numbers
2015,95375,Total Population,,1.0,Cell suppressed for small numbers
2019,95375,Total Population,0.0,,
2021,95375,Total Population,,1.0,Cell suppressed for small numbers
2012,95375,Total Population,,1.0,Cell suppressed for small numbers
2020,95375,Total Population,,1.0,Cell suppressed for small numbers
2018,95375,Total Population,,1.0,Cell suppressed for small numbers
2012,95376,Total Population,298.0,,
2016,95376,Total Population,359.0,,
2020,95376,Total Population,386.0,,
2022,95376,Total Population,373.0,,
2013,95376,Total Population,301.0,,
2014,95376,Total Population,311.0,,
2017,95376,Total Population,296.0,,
2015,95376,Total Population,326.0,,
2021,95376,Total Population,401.0,,
2011,95376,Total Population,299.0,,
2018,95376,Total Population,347.0,,
2019,95376,Total Population,314.0,,
2015,95377,Total Population,105.0,,
2020,95377,Total Population,142.0,,
2021,95377,Total Population,164.0,,
2012,95377,Total Population,87.0,,
2013,95377,Total Population,98.0,,
2014,95377,Total Population,107.0,,
2022,95377,Total Population,164.0,,
2019,95377,Total Population,137.0,,
2011,95377,Total Population,78.0,,
2016,95377,Total Population,133.0,,
2018,95377,Total Population,124.0,,
2017,95377,Total Population,113.0,,
2017,95378,Total Population,0.0,,
2012,95378,Total Population,,1.0,Cell suppressed for small numbers
2018,95378,Total Population,,1.0,Cell suppressed for small numbers
2015,95378,Total Population,0.0,,
2013,95378,Total Population,0.0,,
2021,95378,Total Population,,1.0,Cell suppressed for small numbers
2019,95378,Total Population,,1.0,Cell suppressed for small numbers
2022,95378,Total Population,0.0,,
2016,95378,Total Population,,1.0,Cell suppressed for small numbers
2014,95378,Total Population,,1.0,Cell suppressed for small numbers
2020,95378,Total Population,0.0,,
2011,95378,Total Population,,1.0,Cell suppressed for small numbers
2020,95379,Total Population,37.0,,
2021,95379,Total Population,63.0,,
2019,95379,Total Population,30.0,,
2017,95379,Total Population,38.0,,
2014,95379,Total Population,49.0,,
2016,95379,Total Population,34.0,,
2018,95379,Total Population,33.0,,
2013,95379,Total Population,50.0,,
2012,95379,Total Population,41.0,,
2022,95379,Total Population,41.0,,
2011,95379,Total Population,50.0,,
2015,95379,Total Population,33.0,,
2016,95380,Total Population,351.0,,
2013,95380,Total Population,318.0,,
2012,95380,Total Population,298.0,,
2020,95380,Total Population,419.0,,
2022,95380,Total Population,423.0,,
2011,95380,Total Population,305.0,,
2018,95380,Total Population,339.0,,
2015,95380,Total Population,332.0,,
2019,95380,Total Population,339.0,,
2017,95380,Total Population,341.0,,
2021,95380,Total Population,459.0,,
2014,95380,Total Population,314.0,,
2018,95381,Total Population,0.0,,
2017,95381,Total Population,,1.0,Cell suppressed for small numbers
2021,95381,Total Population,0.0,,
2011,95381,Total Population,,1.0,Cell suppressed for small numbers
2020,95381,Total Population,,1.0,Cell suppressed for small numbers
2014,95381,Total Population,,1.0,Cell suppressed for small numbers
2016,95381,Total Population,,1.0,Cell suppressed for small numbers
2013,95381,Total Population,,1.0,Cell suppressed for small numbers
2022,95381,Total Population,0.0,,
2012,95381,Total Population,,1.0,Cell suppressed for small numbers
2019,95381,Total Population,,1.0,Cell suppressed for small numbers
2015,95381,Total Population,,1.0,Cell suppressed for small numbers
2020,95382,Total Population,381.0,,
2016,95382,Total Population,319.0,,
2015,95382,Total Population,301.0,,
2017,95382,Total Population,309.0,,
2012,95382,Total Population,274.0,,
2021,95382,Total Population,385.0,,
2018,95382,Total Population,295.0,,
2019,95382,Total Population,342.0,,
2014,95382,Total Population,286.0,,
2011,95382,Total Population,257.0,,
2022,95382,Total Population,347.0,,
2013,95382,Total Population,261.0,,
2018,95383,Total Population,48.0,,
2012,95383,Total Population,33.0,,
2022,95383,Total Population,49.0,,
2019,95383,Total Population,39.0,,
2011,95383,Total Population,34.0,,
2016,95383,Total Population,35.0,,
2013,95383,Total Population,34.0,,
2014,95383,Total Population,40.0,,
2021,95383,Total Population,63.0,,
2020,95383,Total Population,54.0,,
2017,95383,Total Population,44.0,,
2015,95383,Total Population,50.0,,
2019,95385,Total Population,,1.0,Cell suppressed for small numbers
2011,95385,Total Population,,1.0,Cell suppressed for small numbers
2022,95385,Total Population,,1.0,Cell suppressed for small numbers
2018,95385,Total Population,,1.0,Cell suppressed for small numbers
2021,95385,Total Population,,1.0,Cell suppressed for small numbers
2017,95385,Total Population,,1.0,Cell suppressed for small numbers
2012,95385,Total Population,,1.0,Cell suppressed for small numbers
2014,95385,Total Population,,1.0,Cell suppressed for small numbers
2016,95385,Total Population,,1.0,Cell suppressed for small numbers
2015,95385,Total Population,,1.0,Cell suppressed for small numbers
2013,95385,Total Population,,1.0,Cell suppressed for small numbers
2020,95385,Total Population,,1.0,Cell suppressed for small numbers
2015,95386,Total Population,55.0,,
2014,95386,Total Population,45.0,,
2016,95386,Total Population,64.0,,
2019,95386,Total Population,78.0,,
2022,95386,Total Population,94.0,,
2021,95386,Total Population,89.0,,
2017,95386,Total Population,60.0,,
2018,95386,Total Population,67.0,,
2013,95386,Total Population,59.0,,
2011,95386,Total Population,64.0,,
2020,95386,Total Population,85.0,,
2012,95386,Total Population,59.0,,
2012,95387,Total Population,,1.0,Cell suppressed for small numbers
2011,95387,Total Population,,1.0,Cell suppressed for small numbers
2018,95387,Total Population,,1.0,Cell suppressed for small numbers
2019,95387,Total Population,,1.0,Cell suppressed for small numbers
2020,95387,Total Population,,1.0,Cell suppressed for small numbers
2013,95387,Total Population,,1.0,Cell suppressed for small numbers
2014,95387,Total Population,,1.0,Cell suppressed for small numbers
2021,95387,Total Population,,1.0,Cell suppressed for small numbers
2016,95387,Total Population,,1.0,Cell suppressed for small numbers
2022,95387,Total Population,,1.0,Cell suppressed for small numbers
2015,95387,Total Population,,1.0,Cell suppressed for small numbers
2017,95387,Total Population,,1.0,Cell suppressed for small numbers
2021,95388,Total Population,108.0,,
2016,95388,Total Population,74.0,,
2015,95388,Total Population,65.0,,
2019,95388,Total Population,86.0,,
2018,95388,Total Population,87.0,,
2011,95388,Total Population,66.0,,
2020,95388,Total Population,108.0,,
2013,95388,Total Population,70.0,,
2022,95388,Total Population,105.0,,
2014,95388,Total Population,59.0,,
2012,95388,Total Population,80.0,,
2017,95388,Total Population,66.0,,
2021,95389,Total Population,,1.0,Cell suppressed for small numbers
2011,95389,Total Population,,1.0,Cell suppressed for small numbers
2017,95389,Total Population,,1.0,Cell suppressed for small numbers
2015,95389,Total Population,,1.0,Cell suppressed for small numbers
2020,95389,Total Population,,1.0,Cell suppressed for small numbers
2013,95389,Total Population,,1.0,Cell suppressed for small numbers
2016,95389,Total Population,,1.0,Cell suppressed for small numbers
2019,95389,Total Population,,1.0,Cell suppressed for small numbers
2018,95389,Total Population,,1.0,Cell suppressed for small numbers
2022,95389,Total Population,,1.0,Cell suppressed for small numbers
2014,95389,Total Population,0.0,,
2012,95389,Total Population,,1.0,Cell suppressed for small numbers
2011,95391,Total Population,19.0,,
2013,95391,Total Population,25.0,,
2014,95391,Total Population,33.0,,
2019,95391,Total Population,41.0,,
2016,95391,Total Population,37.0,,
2018,95391,Total Population,46.0,,
2012,95391,Total Population,28.0,,
2020,95391,Total Population,45.0,,
2017,95391,Total Population,44.0,,
2015,95391,Total Population,45.0,,
2021,95391,Total Population,56.0,,
2022,95391,Total Population,65.0,,
2017,95397,Total Population,0.0,,
2012,95397,Total Population,0.0,,
2021,95397,Total Population,,1.0,Cell suppressed for small numbers
2022,95397,Total Population,0.0,,
2011,95397,Total Population,0.0,,
2014,95397,Total Population,0.0,,
2013,95397,Total Population,0.0,,
2020,95397,Total Population,0.0,,
2015,95397,Total Population,0.0,,
2019,95397,Total Population,0.0,,
2018,95397,Total Population,0.0,,
2016,95397,Total Population,0.0,,
2012,95401,Total Population,265.0,,
2019,95401,Total Population,279.0,,
2015,95401,Total Population,266.0,,
2022,95401,Total Population,327.0,,
2020,95401,Total Population,307.0,,
2021,95401,Total Population,311.0,,
2018,95401,Total Population,263.0,,
2014,95401,Total Population,237.0,,
2016,95401,Total Population,291.0,,
2013,95401,Total Population,258.0,,
2017,95401,Total Population,292.0,,
2011,95401,Total Population,232.0,,
2020,95402,Total Population,,1.0,Cell suppressed for small numbers
2018,95402,Total Population,0.0,,
2012,95402,Total Population,,1.0,Cell suppressed for small numbers
2021,95402,Total Population,,1.0,Cell suppressed for small numbers
2015,95402,Total Population,,1.0,Cell suppressed for small numbers
2011,95402,Total Population,,1.0,Cell suppressed for small numbers
2013,95402,Total Population,,1.0,Cell suppressed for small numbers
2016,95402,Total Population,,1.0,Cell suppressed for small numbers
2019,95402,Total Population,,1.0,Cell suppressed for small numbers
2014,95402,Total Population,,1.0,Cell suppressed for small numbers
2022,95402,Total Population,,1.0,Cell suppressed for small numbers
2017,95402,Total Population,,1.0,Cell suppressed for small numbers
2022,95403,Total Population,444.0,,
2013,95403,Total Population,378.0,,
2014,95403,Total Population,399.0,,
2015,95403,Total Population,421.0,,
2018,95403,Total Population,367.0,,
2012,95403,Total Population,360.0,,
2021,95403,Total Population,428.0,,
2020,95403,Total Population,421.0,,
2017,95403,Total Population,429.0,,
2016,95403,Total Population,444.0,,
2011,95403,Total Population,378.0,,
2019,95403,Total Population,400.0,,
2014,95404,Total Population,313.0,,
2022,95404,Total Population,343.0,,
2011,95404,Total Population,309.0,,
2016,95404,Total Population,327.0,,
2012,95404,Total Population,305.0,,
2015,95404,Total Population,333.0,,
2013,95404,Total Population,341.0,,
2017,95404,Total Population,312.0,,
2018,95404,Total Population,288.0,,
2021,95404,Total Population,334.0,,
2019,95404,Total Population,298.0,,
2020,95404,Total Population,275.0,,
2011,95405,Total Population,200.0,,
2021,95405,Total Population,240.0,,
2017,95405,Total Population,207.0,,
2019,95405,Total Population,221.0,,
2018,95405,Total Population,178.0,,
2012,95405,Total Population,193.0,,
2016,95405,Total Population,221.0,,
2022,95405,Total Population,260.0,,
2020,95405,Total Population,250.0,,
2013,95405,Total Population,224.0,,
2015,95405,Total Population,231.0,,
2014,95405,Total Population,217.0,,
2014,95406,Total Population,,1.0,Cell suppressed for small numbers
2017,95406,Total Population,,1.0,Cell suppressed for small numbers
2011,95406,Total Population,,1.0,Cell suppressed for small numbers
